"jobID","taskID","runID"
858221,1,60
858221,1,71
858221,10,65
858221,10,81
858221,10,86
858221,10,89
858221,10,100
858221,11,12
858221,11,35
858221,11,58
858221,11,73
858221,11,98
858221,12,3
858221,12,21
858221,12,47
858221,12,75
858221,13,20
858221,13,21
858221,13,26
858221,13,40
858221,13,55
858221,13,62
858221,13,77
858221,13,80
858221,13,94
858221,14,31
858221,14,36
858221,14,57
858221,14,73
858221,14,93
858221,14,95
858221,14,97
858221,14,99
858221,15,26
858221,15,42
858221,15,83
858221,15,95
858221,16,23
858221,16,49
858221,16,52
858221,16,73
858221,16,75
858221,16,86
858221,17,3
858221,17,9
858221,17,17
858221,17,31
858221,17,52
858221,17,55
858221,17,63
858221,17,75
858221,17,78
858221,17,90
858221,17,100
858221,18,5
858221,18,13
858221,18,14
858221,18,26
858221,18,42
858221,18,43
858221,18,48
858221,18,50
858221,18,54
858221,18,71
858221,18,81
858221,19,1
858221,19,34
858221,19,72
858221,19,78
858221,2,4
858221,2,18
858221,2,43
858221,2,44
858221,2,50
858221,2,52
858221,2,59
858221,2,95
858221,20,62
858221,20,63
858221,20,68
858221,21,10
858221,21,50
858221,21,56
858221,21,81
858221,21,89
858221,22,5
858221,22,22
858221,22,28
858221,22,45
858221,22,57
858221,22,99
858221,23,55
858221,23,61
858221,23,67
858221,23,75
858221,23,80
858221,24,5
858221,24,15
858221,24,26
858221,24,70
858221,25,18
858221,25,25
858221,25,40
858221,25,48
858221,25,65
858221,26,19
858221,26,42
858221,26,64
858221,27,6
858221,27,11
858221,27,23
858221,27,25
858221,27,41
858221,27,43
858221,27,69
858221,27,78
858221,28,4
858221,28,7
858221,28,27
858221,28,39
858221,28,51
858221,29,24
858221,29,35
858221,29,92
858221,3,23
858221,3,31
858221,3,60
858221,3,73
858221,3,75
858221,3,94
858221,3,95
858221,30,61
858221,30,85
858221,31,65
858221,31,77
858221,31,85
858221,32,12
858221,32,43
858221,32,55
858221,32,64
858221,32,70
858221,32,78
858221,33,50
858221,33,67
858221,33,86
858221,34,6
858221,34,9
858221,34,35
858221,34,40
858221,34,42
858221,34,84
858221,35,9
858221,35,24
858221,35,29
858221,35,45
858221,35,48
858221,35,56
858221,35,66
858221,35,73
858221,35,80
858221,35,81
858221,35,99
858221,36,7
858221,36,8
858221,36,23
858221,36,30
858221,36,32
858221,36,50
858221,36,60
858221,37,53
858221,37,66
858221,37,98
858221,38,19
858221,38,64
858221,38,68
858221,38,95
858221,39,6
858221,39,36
858221,39,69
858221,39,77
858221,4,5
858221,4,39
858221,4,60
858221,4,79
858221,4,97
858221,40,16
858221,40,93
858221,41,13
858221,41,27
858221,41,41
858221,41,90
858221,42,8
858221,42,18
858221,42,54
858221,43,2
858221,43,12
858221,43,29
858221,43,40
858221,43,60
858221,43,68
858221,44,52
858221,44,62
858221,44,65
858221,44,81
858221,45,38
858221,45,44
858221,45,64
858221,46,8
858221,46,9
858221,46,20
858221,46,27
858221,46,50
858221,47,1
858221,47,23
858221,47,32
858221,47,42
858221,47,95
858221,48,12
858221,48,16
858221,48,27
858221,48,41
858221,48,89
858221,49,35
858221,49,39
858221,49,44
858221,49,64
858221,49,83
858221,49,86
858221,5,4
858221,5,9
858221,5,27
858221,5,49
858221,5,57
858221,5,66
858221,5,88
858221,5,99
858221,50,11
858221,50,28
858221,50,35
858221,50,75
858221,6,69
858221,6,74
858221,7,18
858221,7,27
858221,7,65
858221,7,91
858221,8,22
858221,8,34
858221,8,43
858221,8,68
858221,8,74
858221,8,99
858221,9,20
858221,9,78
888338,1,17
888338,1,24
888338,1,28
888338,1,58
888338,1,64
888338,1,82
888338,1,85
888338,10,21
888338,10,65
888338,10,68
888338,10,84
888338,10,87
888338,10,90
888338,11,15
888338,11,17
888338,11,67
888338,11,76
888338,11,78
888338,11,87
888338,12,12
888338,12,28
888338,12,30
888338,13,35
888338,13,66
888338,13,75
888338,13,79
888338,13,83
888338,14,10
888338,14,24
888338,14,28
888338,14,41
888338,14,96
888338,15,13
888338,15,25
888338,15,42
888338,15,88
888338,16,66
888338,17,48
888338,17,49
888338,18,2
888338,18,20
888338,18,23
888338,18,49
888338,18,63
888338,18,68
888338,18,75
888338,19,46
888338,19,50
888338,19,74
888338,19,79
888338,19,89
888338,2,22
888338,2,23
888338,2,38
888338,2,51
888338,2,89
888338,20,4
888338,20,30
888338,20,43
888338,20,44
888338,20,46
888338,20,54
888338,20,69
888338,20,80
888338,21,12
888338,21,31
888338,21,40
888338,21,58
888338,21,63
888338,22,18
888338,22,45
888338,22,47
888338,22,54
888338,22,78
888338,22,93
888338,23,7
888338,23,15
888338,23,41
888338,23,54
888338,23,69
888338,24,33
888338,24,60
888338,24,70
888338,24,83
888338,24,89
888338,25,18
888338,25,28
888338,25,43
888338,25,56
888338,25,60
888338,25,70
888338,25,95
888338,26,1
888338,26,42
888338,26,66
888338,26,86
888338,26,88
888338,27,44
888338,27,79
888338,27,94
888338,28,35
888338,28,64
888338,28,68
888338,28,85
888338,28,88
888338,29,19
888338,29,70
888338,29,97
888338,29,99
888338,3,35
888338,3,66
888338,30,31
888338,30,69
888338,31,6
888338,31,69
888338,32,14
888338,32,26
888338,32,47
888338,32,74
888338,32,75
888338,32,100
888338,33,6
888338,33,17
888338,33,41
888338,33,80
888338,34,4
888338,34,24
888338,34,53
888338,34,65
888338,34,88
888338,35,12
888338,35,14
888338,35,58
888338,36,13
888338,36,36
888338,36,55
888338,36,59
888338,36,83
888338,36,91
888338,37,2
888338,37,15
888338,37,24
888338,37,45
888338,37,51
888338,37,52
888338,37,62
888338,37,83
888338,37,99
888338,38,7
888338,38,30
888338,38,53
888338,38,57
888338,38,59
888338,38,73
888338,38,77
888338,38,85
888338,38,92
888338,39,29
888338,4,2
888338,4,10
888338,4,15
888338,4,54
888338,40,4
888338,40,15
888338,40,29
888338,40,32
888338,40,35
888338,40,42
888338,40,89
888338,41,3
888338,41,9
888338,41,29
888338,41,45
888338,41,94
888338,41,98
888338,42,14
888338,42,21
888338,42,29
888338,42,32
888338,42,64
888338,43,30
888338,43,45
888338,43,61
888338,44,28
888338,44,29
888338,44,68
888338,45,14
888338,45,23
888338,45,24
888338,45,37
888338,45,51
888338,45,59
888338,45,61
888338,45,63
888338,45,79
888338,45,80
888338,45,95
888338,46,26
888338,46,36
888338,48,5
888338,48,23
888338,48,27
888338,48,84
888338,49,11
888338,49,58
888338,49,64
888338,49,76
888338,49,84
888338,49,91
888338,5,48
888338,5,72
888338,5,92
888338,50,1
888338,50,36
888338,50,90
888338,6,1
888338,6,33
888338,7,9
888338,7,37
888338,7,68
888338,8,54
888338,8,59
888338,8,64
888338,8,72
888338,8,87
888338,9,1
888338,9,2
888338,9,15
888338,9,18
888338,9,34
888338,9,60
888338,9,61
888338,9,72
888338,9,84
888338,9,91
888602,1,14
888602,1,23
888602,1,25
888602,1,76
888602,1,80
888602,1,93
888602,1,97
888602,10,27
888602,10,39
888602,10,80
888602,10,100
888602,11,9
888602,11,27
888602,11,67
888602,11,69
888602,12,12
888602,12,49
888602,12,51
888602,12,59
888602,12,67
888602,13,5
888602,13,14
888602,13,31
888602,13,49
888602,13,60
888602,14,30
888602,14,39
888602,15,23
888602,15,25
888602,15,53
888602,15,56
888602,15,57
888602,15,62
888602,15,64
888602,16,18
888602,16,34
888602,16,52
888602,16,57
888602,16,67
888602,16,71
888602,16,85
888602,16,95
888602,17,8
888602,17,33
888602,17,56
888602,17,71
888602,18,50
888602,18,68
888602,18,80
888602,18,96
888602,19,26
888602,19,53
888602,19,55
888602,19,65
888602,19,71
888602,19,95
888602,2,14
888602,2,15
888602,2,35
888602,2,45
888602,2,48
888602,2,89
888602,2,95
888602,2,97
888602,20,24
888602,20,28
888602,20,59
888602,20,66
888602,20,68
888602,20,74
888602,20,87
888602,20,88
888602,21,22
888602,21,92
888602,21,100
888602,22,14
888602,22,20
888602,22,91
888602,22,92
888602,22,93
888602,22,94
888602,23,19
888602,23,27
888602,23,28
888602,23,46
888602,23,58
888602,24,1
888602,24,2
888602,24,12
888602,24,25
888602,24,51
888602,24,55
888602,24,57
888602,24,64
888602,27,45
888602,27,47
888602,27,55
888602,27,80
888602,28,12
888602,28,36
888602,28,41
888602,28,51
888602,28,81
888602,29,3
888602,29,16
888602,29,20
888602,29,53
888602,3,19
888602,3,27
888602,3,41
888602,3,56
888602,3,98
888602,30,16
888602,30,17
888602,30,18
888602,30,36
888602,30,68
888602,30,89
888602,30,91
888602,31,30
888602,31,61
888602,31,72
888602,31,84
888602,31,91
888602,32,13
888602,32,38
888602,32,43
888602,32,44
888602,32,94
888602,32,95
888602,33,6
888602,33,66
888602,33,74
888602,33,83
888602,34,14
888602,34,24
888602,34,64
888602,34,96
888602,34,99
888602,35,27
888602,35,31
888602,35,49
888602,35,54
888602,35,67
888602,35,73
888602,35,79
888602,35,83
888602,35,85
888602,36,41
888602,37,1
888602,37,20
888602,37,22
888602,37,32
888602,37,63
888602,37,64
888602,37,88
888602,38,28
888602,38,37
888602,38,38
888602,38,57
888602,38,62
888602,38,64
888602,38,75
888602,38,89
888602,39,15
888602,39,25
888602,39,41
888602,39,64
888602,39,75
888602,4,9
888602,4,88
888602,40,30
888602,40,45
888602,40,63
888602,40,72
888602,40,84
888602,40,100
888602,41,20
888602,41,29
888602,41,31
888602,41,65
888602,41,89
888602,42,1
888602,42,2
888602,42,19
888602,42,24
888602,42,89
888602,43,25
888602,43,48
888602,43,68
888602,43,75
888602,43,78
888602,44,14
888602,44,18
888602,44,43
888602,44,74
888602,44,83
888602,44,84
888602,45,97
888602,46,39
888602,46,46
888602,46,47
888602,46,68
888602,46,87
888602,46,99
888602,47,14
888602,47,23
888602,47,28
888602,47,32
888602,47,44
888602,47,56
888602,48,20
888602,48,56
888602,48,64
888602,48,71
888602,48,72
888602,48,78
888602,48,83
888602,48,95
888602,49,18
888602,49,33
888602,49,73
888602,49,76
888602,49,82
888602,5,3
888602,5,24
888602,5,30
888602,5,40
888602,5,52
888602,5,89
888602,50,3
888602,50,75
888602,50,81
888602,6,53
888602,6,88
888602,6,92
888602,7,53
888602,8,71
888602,9,54
888602,9,58
933107,1,36
933107,1,42
933107,1,46
933107,1,85
933107,1,89
933107,1,92
933107,1,95
933107,10,69
933107,10,70
933107,10,98
933107,11,12
933107,11,41
933107,11,51
933107,11,52
933107,11,61
933107,11,73
933107,11,76
933107,11,85
933107,11,90
933107,11,96
933107,12,1
933107,12,28
933107,12,46
933107,12,48
933107,12,76
933107,12,81
933107,12,97
933107,13,11
933107,13,45
933107,13,54
933107,13,62
933107,13,63
933107,13,64
933107,13,76
933107,15,56
933107,15,57
933107,15,87
933107,15,91
933107,15,99
933107,17,23
933107,17,45
933107,17,46
933107,17,77
933107,18,78
933107,19,1
933107,19,9
933107,19,13
933107,19,26
933107,2,33
933107,2,41
933107,2,45
933107,2,48
933107,2,61
933107,2,86
933107,20,9
933107,20,44
933107,20,46
933107,20,57
933107,20,74
933107,20,85
933107,20,88
933107,22,48
933107,22,60
933107,23,5
933107,23,15
933107,23,59
933107,24,6
933107,24,7
933107,24,18
933107,24,76
933107,24,85
933107,24,87
933107,24,90
933107,25,9
933107,25,36
933107,25,47
933107,25,58
933107,25,59
933107,25,65
933107,26,18
933107,26,24
933107,26,36
933107,26,62
933107,26,64
933107,26,95
933107,27,38
933107,27,67
933107,3,13
933107,3,16
933107,3,42
933107,3,44
933107,3,69
933107,30,5
933107,30,6
933107,30,11
933107,30,77
933107,32,8
933107,32,36
933107,32,48
933107,32,64
933107,32,77
933107,32,83
933107,33,7
933107,33,18
933107,33,62
933107,33,85
933107,33,95
933107,34,4
933107,34,11
933107,34,13
933107,34,31
933107,34,55
933107,34,83
933107,34,90
933107,34,97
933107,35,2
933107,35,53
933107,35,59
933107,35,68
933107,35,69
933107,35,81
933107,36,16
933107,36,24
933107,36,26
933107,36,76
933107,37,14
933107,37,34
933107,37,49
933107,37,59
933107,37,73
933107,37,85
933107,38,11
933107,38,14
933107,38,33
933107,38,34
933107,38,38
933107,38,63
933107,38,67
933107,38,79
933107,38,88
933107,38,92
933107,38,99
933107,39,14
933107,39,28
933107,39,30
933107,39,75
933107,39,82
933107,39,94
933107,4,17
933107,4,52
933107,4,54
933107,4,79
933107,4,81
933107,40,17
933107,40,44
933107,40,54
933107,40,65
933107,40,87
933107,40,92
933107,41,21
933107,41,51
933107,41,63
933107,41,77
933107,41,85
933107,41,100
933107,42,11
933107,42,27
933107,42,82
933107,42,91
933107,43,18
933107,43,20
933107,43,32
933107,43,45
933107,43,53
933107,44,11
933107,44,18
933107,44,21
933107,44,50
933107,44,67
933107,44,90
933107,45,43
933107,45,67
933107,45,77
933107,45,85
933107,46,20
933107,46,59
933107,46,65
933107,46,72
933107,46,88
933107,47,2
933107,47,6
933107,47,55
933107,47,74
933107,47,80
933107,47,97
933107,47,98
933107,48,11
933107,48,29
933107,48,30
933107,48,45
933107,48,59
933107,48,69
933107,48,72
933107,48,83
933107,49,12
933107,49,35
933107,49,44
933107,49,54
933107,49,84
933107,50,22
933107,50,33
933107,50,34
933107,50,60
933107,50,82
933107,50,88
933107,6,18
933107,6,24
933107,6,77
933107,7,42
933107,7,67
933107,7,92
933107,8,54
933107,8,95
933107,9,15
933107,9,29
933107,9,52
933107,9,81
933107,9,93
933600,2,16
933600,2,26
933600,2,30
933600,2,34
933600,2,55
933600,2,62
933600,2,85
933600,10,9
933600,10,74
933600,10,75
933600,11,7
933600,11,29
933600,11,34
933600,11,35
933600,11,56
933600,11,58
933600,11,66
933600,11,91
933600,12,12
933600,12,51
933600,12,80
933600,12,81
933600,13,6
933600,13,9
933600,13,45
933600,13,60
933600,13,92
933600,14,18
933600,14,58
933600,14,82
933600,14,85
933600,15,25
933600,15,62
933600,15,77
933600,16,3
933600,16,20
933600,16,33
933600,16,52
933600,16,68
933600,16,71
933600,16,77
933600,17,4
933600,17,57
933600,18,2
933600,18,6
933600,18,27
933600,18,32
933600,18,48
933600,18,75
933600,18,76
933600,18,78
933600,18,80
933600,19,33
933600,19,71
933600,19,80
933600,19,85
933600,20,10
933600,20,34
933600,20,54
933600,20,97
933600,20,99
933600,21,1
933600,21,9
933600,21,35
933600,21,41
933600,21,64
933600,21,72
933600,21,84
933600,21,86
933600,22,12
933600,22,64
933600,23,62
933600,23,66
933600,24,18
933600,24,55
933600,24,72
933600,24,81
933600,24,84
933600,25,11
933600,25,25
933600,25,38
933600,25,40
933600,25,82
933600,25,89
933600,25,95
933600,26,16
933600,26,100
933600,27,11
933600,27,63
933600,27,68
933600,27,91
933600,28,11
933600,28,37
933600,28,81
933600,28,98
933600,29,26
933600,29,84
933600,3,18
933600,3,52
933600,3,74
933600,3,85
933600,3,88
933600,30,16
933600,30,29
933600,30,43
933600,30,51
933600,30,64
933600,30,91
933600,31,41
933600,31,52
933600,31,76
933600,31,94
933600,32,5
933600,32,8
933600,32,38
933600,32,50
933600,32,54
933600,32,80
933600,32,92
933600,33,15
933600,33,17
933600,33,67
933600,33,78
933600,33,93
933600,34,2
933600,34,19
933600,34,30
933600,34,59
933600,35,7
933600,35,11
933600,35,31
933600,35,44
933600,35,52
933600,35,73
933600,35,82
933600,35,94
933600,36,3
933600,36,5
933600,36,26
933600,36,48
933600,36,83
933600,36,92
933600,37,5
933600,37,18
933600,37,27
933600,37,31
933600,37,56
933600,37,75
933600,37,80
933600,37,84
933600,37,85
933600,38,49
933600,38,87
933600,38,95
933600,39,12
933600,39,20
933600,39,28
933600,39,50
933600,39,57
933600,39,68
933600,39,90
933600,39,92
933600,39,93
933600,4,76
933600,4,95
933600,40,40
933600,40,42
933600,41,2
933600,41,11
933600,41,18
933600,41,32
933600,41,58
933600,41,89
933600,41,90
933600,41,93
933600,42,1
933600,42,7
933600,42,22
933600,42,27
933600,42,33
933600,42,46
933600,42,54
933600,42,60
933600,42,64
933600,42,78
933600,42,84
933600,43,77
933600,43,85
933600,43,95
933600,43,98
933600,43,99
933600,44,2
933600,44,39
933600,44,55
933600,44,57
933600,44,77
933600,44,92
933600,45,6
933600,45,8
933600,45,19
933600,45,66
933600,46,19
933600,46,33
933600,46,53
933600,46,77
933600,46,86
933600,47,19
933600,47,48
933600,47,57
933600,47,64
933600,47,97
933600,48,28
933600,48,53
933600,48,61
933600,48,89
933600,49,63
933600,49,84
933600,49,95
933600,5,5
933600,5,17
933600,5,31
933600,5,35
933600,5,45
933600,5,65
933600,50,12
933600,50,20
933600,50,79
933600,50,92
933600,50,97
933600,6,9
933600,6,13
933600,6,73
933600,7,13
933600,7,46
933600,7,54
933600,7,56
933600,7,83
933600,7,93
933600,7,97
933600,8,36
933600,8,72
933600,8,98
933600,9,16
933600,9,77
933600,9,83
933600,9,92
8995924,1,13
8995924,1,25
8995924,1,55
8995924,1,58
8995924,1,66
8995924,1,71
8995924,10,30
8995924,10,47
8995924,10,54
8995924,10,66
8995924,10,84
8995924,10,85
8995924,10,97
8995924,11,1
8995924,11,20
8995924,11,51
8995924,11,53
8995924,11,62
8995924,11,83
8995924,12,27
8995924,12,35
8995924,12,66
8995924,12,70
8995924,12,76
8995924,13,67
8995924,13,76
8995924,14,11
8995924,14,67
8995924,15,10
8995924,15,21
8995924,15,34
8995924,15,38
8995924,15,75
8995924,16,2
8995924,16,21
8995924,16,48
8995924,16,72
8995924,16,73
8995924,16,87
8995924,17,1
8995924,17,3
8995924,17,10
8995924,17,31
8995924,17,51
8995924,17,57
8995924,17,86
8995924,18,14
8995924,18,48
8995924,18,59
8995924,18,67
8995924,18,74
8995924,19,12
8995924,19,17
8995924,19,21
8995924,19,33
8995924,19,51
8995924,2,18
8995924,2,27
8995924,2,62
8995924,2,75
8995924,2,89
8995924,2,98
8995924,2,99
8995924,20,61
8995924,20,62
8995924,20,70
8995924,20,80
8995924,21,16
8995924,21,58
8995924,21,62
8995924,21,66
8995924,21,68
8995924,21,80
8995924,21,96
8995924,22,5
8995924,22,7
8995924,22,13
8995924,22,42
8995924,22,94
8995924,23,44
8995924,23,47
8995924,23,69
8995924,23,95
8995924,24,2
8995924,24,3
8995924,24,24
8995924,24,74
8995924,24,78
8995924,25,8
8995924,25,16
8995924,25,41
8995924,25,52
8995924,25,59
8995924,25,71
8995924,26,1
8995924,26,11
8995924,26,21
8995924,26,43
8995924,26,71
8995924,26,82
8995924,26,96
8995924,27,25
8995924,27,55
8995924,27,64
8995924,27,91
8995924,27,100
8995924,28,3
8995924,28,5
8995924,28,19
8995924,28,44
8995924,28,60
8995924,28,90
8995924,29,8
8995924,29,18
8995924,29,21
8995924,29,31
8995924,29,65
8995924,29,92
8995924,3,20
8995924,3,28
8995924,3,39
8995924,3,42
8995924,3,68
8995924,3,84
8995924,3,95
8995924,30,40
8995924,30,53
8995924,30,63
8995924,30,71
8995924,30,75
8995924,31,7
8995924,31,9
8995924,31,41
8995924,31,58
8995924,31,85
8995924,31,98
8995924,32,8
8995924,32,19
8995924,32,32
8995924,32,40
8995924,32,50
8995924,32,61
8995924,32,84
8995924,32,96
8995924,33,50
8995924,33,69
8995924,34,14
8995924,34,57
8995924,34,88
8995924,35,16
8995924,35,47
8995924,35,57
8995924,35,91
8995924,36,60
8995924,36,62
8995924,36,75
8995924,37,10
8995924,37,22
8995924,37,29
8995924,37,32
8995924,37,38
8995924,37,47
8995924,37,63
8995924,37,94
8995924,38,21
8995924,38,38
8995924,38,40
8995924,38,75
8995924,38,79
8995924,38,83
8995924,38,89
8995924,39,15
8995924,39,22
8995924,39,32
8995924,39,61
8995924,39,67
8995924,39,87
8995924,39,94
8995924,4,6
8995924,4,8
8995924,4,9
8995924,4,46
8995924,4,93
8995924,40,16
8995924,40,29
8995924,40,54
8995924,40,59
8995924,41,14
8995924,41,36
8995924,41,38
8995924,41,55
8995924,41,60
8995924,41,87
8995924,41,90
8995924,41,91
8995924,42,19
8995924,42,32
8995924,42,36
8995924,42,40
8995924,42,55
8995924,42,84
8995924,42,86
8995924,42,97
8995924,43,74
8995924,43,88
8995924,43,92
8995924,44,17
8995924,44,41
8995924,44,79
8995924,45,6
8995924,45,9
8995924,45,11
8995924,45,18
8995924,45,43
8995924,46,9
8995924,46,33
8995924,46,34
8995924,46,88
8995924,47,36
8995924,47,52
8995924,47,57
8995924,47,74
8995924,47,88
8995924,48,40
8995924,49,4
8995924,49,26
8995924,49,30
8995924,49,37
8995924,49,57
8995924,49,80
8995924,5,41
8995924,5,42
8995924,5,57
8995924,5,67
8995924,5,84
8995924,6,16
8995924,6,23
8995924,6,27
8995924,6,33
8995924,6,41
8995924,6,60
8995924,6,61
8995924,6,69
8995924,6,79
8995924,6,89
8995924,6,98
8995924,7,50
8995924,7,78
8995924,7,93
8995924,8,6
8995924,8,10
8995924,8,23
8995924,8,38
8995924,8,48
8995924,8,65
8995924,8,70
8995924,8,78
8995924,8,86
8995924,8,99
8995924,9,18
8995924,9,44
8995924,9,47
8995924,9,49
8995924,9,50
